,Name,Explanation,backbone,batch_size,dataset,epochs,frozen_feature_extractor,lr,start_time,test_accuracy,test_average_precision,reduced,test_balanced_accuracy,record,softmax,execution_time,augment_prob,cosine,pretrained,accuracy,best_iteration,feature_extractor,model,n_iterations,n_shot,n_way,optimizer,task,augment,base_classes,eval_period,train_n_way,checkpoint_dir,comment,full_name,output_dir,screen_name,session_dir,test_ts_steps,train_ts_steps,all_global_prototypes,image_size,balanced_batches,val_batch_size,dataset_classes
218,ResNet18_0%_CIFAR10_481134-03-00-10-17-11-2019,,ResNet18,32.0,CIFAR10,80.0,1.0,0.001,Sun Nov 17 10:00:03 2019,0.17871405750798722,,1.0,0.17888983270506167,1.0,0.0,1636.7890627384186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,ResNet18_0%_CIFAR10_579297-19-28-10-17-11-2019,,ResNet18,32.0,CIFAR10,80.0,0.0,0.001,Sun Nov 17 10:28:19 2019,0.10323482428115016,,1.0,0.10635229840368278,1.0,0.0,1646.2042195796967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,ResNet18_100%_GTSRB_194117-03-56-10-17-11-2019,,ResNet18,32.0,GTSRB,15.0,1.0,0.001,Sun Nov 17 10:56:03 2019,0.6614643268124281,,0.0,0.6227471529326646,1.0,0.0,2392.01962184906,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,ResNet18_100%_GTSRB_416245-12-36-11-17-11-2019,,ResNet18,32.0,GTSRB,15.0,0.0,0.001,Sun Nov 17 11:36:12 2019,0.9798691024165708,,0.0,0.9767019901196672,1.0,0.0,5305.152545452118,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,ResNet18_50%_GTSRB_887167-52-04-13-17-11-2019,,ResNet18,32.0,GTSRB,30.0,1.0,0.001,Sun Nov 17 13:04:52 2019,0.6474108170310702,,0.5,0.6075532190401173,1.0,0.0,2615.361273765564,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,ResNet18_50%_GTSRB_865103-44-48-13-17-11-2019,,ResNet18,32.0,GTSRB,30.0,0.0,0.001,Sun Nov 17 13:48:44 2019,0.9796677215189872,,0.5,0.9760755059201964,1.0,0.0,5492.487932443619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,ResNet18_9%_GTSRB_959068-32-20-15-17-11-2019,,ResNet18,32.0,GTSRB,45.0,1.0,0.001,Sun Nov 17 15:20:33 2019,0.5402617951668585,,0.9,0.4907629916597912,1.0,0.0,1701.9423387050629,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,ResNet18_9%_GTSRB_253598-11-49-15-17-11-2019,,ResNet18,32.0,GTSRB,45.0,0.0,0.001,Sun Nov 17 15:49:11 2019,0.942009493670886,,0.9,0.9311709356463346,1.0,0.0,2556.657748699188,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,ResNet18_5%_GTSRB_713623-01-32-16-17-11-2019,,ResNet18,32.0,GTSRB,60.0,1.0,0.001,Sun Nov 17 16:32:01 2019,0.4804228998849253,,0.95,0.4246419699259544,1.0,0.0,1690.2701773643494,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ResNet18_5%_GTSRB_702241-28-00-17-17-11-2019,,ResNet18,32.0,GTSRB,60.0,0.0,0.001,Sun Nov 17 17:00:28 2019,0.8942750287686997,,0.95,0.8703901113320405,1.0,0.0,2269.3136808872227,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,ResNet18_-4900%_GTSRB_981854-31-38-17-17-11-2019,,ResNet18,32.0,GTSRB,75.0,1.0,0.001,Sun Nov 17 17:38:32 2019,0.4538262370540852,,50.0,0.4515641808871914,1.0,0.0,1975.71191740036,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,ResNet18_-4900%_GTSRB_923637-41-11-18-17-11-2019,,ResNet18,32.0,GTSRB,75.0,0.0,0.001,Sun Nov 17 18:11:42 2019,0.9085514959723822,,50.0,0.9052779505148384,1.0,0.0,2765.3251945972443,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,ResNet18_-900%_GTSRB_784100-00-58-18-17-11-2019,,ResNet18,32.0,GTSRB,90.0,1.0,0.001,Sun Nov 17 18:58:00 2019,0.2231300345224396,,10.0,0.22762253918236625,1.0,0.0,1813.649522781372,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,ResNet18_-900%_GTSRB_028938-28-28-19-17-11-2019,,ResNet18,32.0,GTSRB,90.0,0.0,0.001,Sun Nov 17 19:28:28 2019,0.4853207710011507,,10.0,0.487625590920044,1.0,0.0,1986.8732223510744,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,ResNet18_-400%_GTSRB_635332-48-01-20-17-11-2019,,ResNet18,32.0,GTSRB,105.0,1.0,0.001,Sun Nov 17 20:01:48 2019,0.1452747410817031,,5.0,0.1428897251231795,1.0,0.0,1929.8579301834106,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,ResNet18_100%_CIFAR10_574510-05-25-00-18-11-2019,,ResNet18,32.0,CIFAR10,10.0,1.0,0.001,Mon Nov 18 00:25:05 2019,0.81439696485623,,0.0,0.8122556572623139,1.0,0.0,1887.3890500068665,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,ResNet18_100%_CIFAR10_609144-26-58-00-18-11-2019,,ResNet18,32.0,CIFAR10,10.0,0.0,0.001,Mon Nov 18 00:58:26 2019,0.9431908945686899,,0.0,0.9413566079608984,1.0,0.0,4347.254293203354,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,ResNet18_50%_CIFAR10_101019-21-12-02-18-11-2019,,ResNet18,32.0,CIFAR10,20.0,1.0,0.001,Mon Nov 18 02:12:21 2019,0.81060303514377,,0.5,0.81196936753047,1.0,0.0,2068.401622056961,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,ResNet18_50%_CIFAR10_359583-15-48-02-18-11-2019,,ResNet18,32.0,CIFAR10,20.0,0.0,0.001,Mon Nov 18 02:48:15 2019,0.9376996805111819,,0.5,0.9370819457826908,1.0,0.0,4521.702661514282,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,ResNet18_9%_CIFAR10_264005-46-04-04-18-11-2019,,ResNet18,32.0,CIFAR10,30.0,1.0,0.001,Mon Nov 18 04:04:46 2019,0.7786541533546326,,0.9,0.7783629790219246,1.0,0.0,1284.5742011070254,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,ResNet18_9%_CIFAR10_767275-19-27-04-18-11-2019,,ResNet18,32.0,CIFAR10,30.0,0.0,0.001,Mon Nov 18 04:27:19 2019,0.9029552715654952,,0.9,0.9003668381031269,1.0,0.0,2018.171414375305,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,ResNet18_5%_CIFAR10_606697-05-02-05-18-11-2019,,ResNet18,32.0,CIFAR10,40.0,1.0,0.001,Mon Nov 18 05:02:05 2019,0.7659744408945687,,0.95,0.7598995399248331,1.0,0.0,1303.575314760208,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,ResNet18_5%_CIFAR10_354039-55-24-05-18-11-2019,,ResNet18,32.0,CIFAR10,40.0,0.0,0.001,Mon Nov 18 05:24:55 2019,0.8757987220447284,,0.95,0.87651972972793,1.0,0.0,1797.7866418361664,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,ResNet18_500_CIFAR10_458383-04-56-05-18-11-2019,,ResNet18,32.0,CIFAR10,50.0,1.0,0.001,Mon Nov 18 05:56:04 2019,0.7950279552715654,,500.0,0.7961918828589303,1.0,0.0,1849.240271806717,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,ResNet18_500_CIFAR10_277778-02-28-06-18-11-2019,,ResNet18,32.0,CIFAR10,50.0,0.0,0.001,Mon Nov 18 06:28:02 2019,0.9116413738019168,,500.0,0.9112940312015128,1.0,0.0,3068.883462667465,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,ResNet18_100_CIFAR10_393166-16-20-07-18-11-2019,,ResNet18,32.0,CIFAR10,60.0,1.0,0.001,Mon Nov 18 07:20:16 2019,0.7268370607028753,,100.0,0.726568999804395,1.0,0.0,1502.8223214149475,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,ResNet18_100_CIFAR10_252642-26-46-07-18-11-2019,,ResNet18,32.0,CIFAR10,60.0,0.0,0.001,Mon Nov 18 07:46:26 2019,0.8359624600638977,,100.0,0.8364035391697799,1.0,0.0,1810.5993905067444,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,ResNet18_50_CIFAR10_670949-41-17-08-18-11-2019,,ResNet18,32.0,CIFAR10,70.0,1.0,0.001,Mon Nov 18 08:17:42 2019,0.6559504792332268,,50.0,0.6568600298845239,1.0,0.0,1601.1943261623385,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,ResNet18_50_CIFAR10_504222-28-45-08-18-11-2019,,ResNet18,32.0,CIFAR10,70.0,0.0,0.001,Mon Nov 18 08:45:28 2019,0.770167731629393,,50.0,0.7685530369622494,1.0,0.0,1774.813960313797,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,ResNet18_10_CIFAR10_639243-07-16-09-18-11-2019,,ResNet18,32.0,CIFAR10,80.0,1.0,0.001,Mon Nov 18 09:16:07 2019,0.3653154952076677,,10.0,0.3672664532002923,1.0,0.0,1673.3772954940796,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ResNet18_10_CIFAR10_811445-06-45-09-18-11-2019,,ResNet18,32.0,CIFAR10,80.0,0.0,0.001,Mon Nov 18 09:45:06 2019,0.5218650159744409,,10.0,0.5240116101463662,1.0,0.0,1709.5361714363098,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,ResNet18_100%_GTSRB_490395-53-13-10-18-11-2019,,ResNet18,32.0,GTSRB,15.0,0.0,0.001,Mon Nov 18 10:13:53 2019,0.9846518987341772,,0.0,0.9842063966751072,1.0,0.0,5290.5072939395895,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,ResNet18_100%_GTSRB_858506-21-42-11-18-11-2019,,ResNet18,32.0,GTSRB,30.0,1.0,0.001,Mon Nov 18 11:42:21 2019,0.6849108170310703,,0.0,0.6541990469083941,1.0,0.0,4181.2146248817435,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,ResNet18_50%_GTSRB_584591-19-52-12-18-11-2019,,ResNet18,32.0,GTSRB,30.0,0.0,0.001,Mon Nov 18 12:52:19 2019,0.984493670886076,,0.5,0.9826367611095176,1.0,0.0,5487.652797460556,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,ResNet18_50%_GTSRB_671540-02-24-14-18-11-2019,,ResNet18,32.0,GTSRB,60.0,1.0,0.001,Mon Nov 18 14:24:02 2019,0.6813219217491369,,0.5,0.6543760610561873,1.0,0.0,4487.5303790569305,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,ResNet18_9%_GTSRB_975095-04-39-15-18-11-2019,,ResNet18,32.0,GTSRB,45.0,0.0,0.001,Mon Nov 18 15:39:05 2019,0.9510284810126582,,0.9,0.9415020124267808,1.0,0.0,2530.1172790527344,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,ResNet18_9%_GTSRB_154308-31-21-16-18-11-2019,,ResNet18,32.0,GTSRB,90.0,1.0,0.001,Mon Nov 18 16:21:31 2019,0.5880106444188722,,0.9,0.5428386560214858,1.0,0.0,2627.6082906723027,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,ResNet18_5%_GTSRB_369212-32-05-17-18-11-2019,,ResNet18,32.0,GTSRB,60.0,0.0,0.001,Mon Nov 18 17:05:32 2019,0.9055379746835444,,0.95,0.8816333755347658,1.0,0.0,2259.778574228287,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,ResNet18_5%_GTSRB_527394-25-43-17-18-11-2019,,ResNet18,32.0,GTSRB,120.0,1.0,0.001,Mon Nov 18 17:43:25 2019,0.552042577675489,,0.95,0.4986978734152734,1.0,0.0,2662.961816072464,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,ResNet18_200_GTSRB_882343-02-28-18-18-11-2019,,ResNet18,32.0,GTSRB,75.0,0.0,0.001,Mon Nov 18 18:28:02 2019,0.9792361910241656,,200.0,0.9785887228788746,1.0,0.0,6481.434245109558,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,ResNet18_200_GTSRB_569645-20-16-20-18-11-2019,,ResNet18,32.0,GTSRB,150.0,1.0,0.001,Mon Nov 18 20:16:20 2019,0.6420382623705408,,200.0,0.6398730704778999,1.0,0.0,6028.891869544983,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,ResNet18_100_GTSRB_635833-07-57-21-18-11-2019,,ResNet18,32.0,GTSRB,90.0,0.0,0.001,Mon Nov 18 21:57:07 2019,0.9692678365937859,,100.0,0.9689530798610396,1.0,0.0,4749.421406507492,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,ResNet18_100_GTSRB_763083-32-16-23-18-11-2019,,ResNet18,32.0,GTSRB,180.0,1.0,0.001,Mon Nov 18 23:16:32 2019,0.5951237054085156,,100.0,0.5946955659351297,1.0,0.0,4914.686105489731,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,ResNet18_50_GTSRB_743474-39-38-00-19-11-2019,,ResNet18,32.0,GTSRB,105.0,0.0,0.001,Tue Nov 19 00:38:39 2019,0.9481803797468354,,50.0,0.9480380426577668,1.0,0.0,3573.1056232452393,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,ResNet18_50_GTSRB_895518-25-38-01-19-11-2019,,ResNet18,32.0,GTSRB,210.0,1.0,0.001,Tue Nov 19 01:38:26 2019,0.5315520713463752,,50.0,0.5267544921613396,1.0,0.0,4181.523055553436,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,ResNet18_10_GTSRB_972828-21-48-02-19-11-2019,,ResNet18,32.0,GTSRB,120.0,0.0,0.001,Tue Nov 19 02:48:22 2019,0.6622914269275029,,10.0,0.6683506404648305,1.0,0.0,2402.921802282333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,ResNet18_10_GTSRB_141109-38-28-03-19-11-2019,,ResNet18,32.0,GTSRB,240.0,1.0,0.001,Tue Nov 19 03:28:38 2019,0.3163550057537399,,10.0,0.3231864741157707,1.0,0.0,3577.9214379787445,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,ResNet18_5_CIFAR10_538788-33-59-23-19-11-2019,,ResNet18,4.0,CIFAR10,400.0,0.0,0.001,Tue Nov 19 23:59:33 2019,0.5371405750798722,,5.0,0.5380943819557277,1.0,0.0,7879.333342552185,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,ResNet18_5_CIFAR10_708468-59-11-02-20-11-2019,,ResNet18,4.0,CIFAR10,400.0,1.0,0.001,Wed Nov 20 02:11:59 2019,0.5119808306709265,,5.0,0.5114802242338183,1.0,0.0,7698.668098926544,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,ResNet18_1_CIFAR10_534155-45-44-23-20-11-2019,,ResNet18,4.0,CIFAR10,400.0,0.0,0.001,Wed Nov 20 23:44:45 2019,0.30261581469648563,,1.0,0.2994794924241145,1.0,0.0,7958.830643892287,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,ResNet18_1_CIFAR10_700674-44-58-01-21-11-2019,,ResNet18,4.0,CIFAR10,400.0,1.0,0.001,Thu Nov 21 01:58:44 2019,0.3304712460063898,,1.0,0.3286221762992261,1.0,0.0,7707.935672044753,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,ResNet18_1_CIFAR10_678916-51-11-01-22-11-2019,,ResNet18,4.0,CIFAR10,400.0,0.0,0.001,Fri Nov 22 01:11:51 2019,0.2387180511182109,,1.0,0.2384512757782193,1.0,0.0,7649.480010509491,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,ResNet18_1_CIFAR10_370375-30-20-03-22-11-2019,,ResNet18,4.0,CIFAR10,400.0,1.0,0.001,Fri Nov 22 03:20:30 2019,0.26477635782747605,,1.0,0.2647614624452637,1.0,0.0,7613.3856563568115,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,ResNet18_5_CIFAR10_885107-24-28-05-22-11-2019,,ResNet18,4.0,CIFAR10,400.0,0.0,0.001,Fri Nov 22 05:28:25 2019,0.5083865814696485,,5.0,0.508718737037427,1.0,0.0,7851.915089607239,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,ResNet18_5_CIFAR10_842958-16-40-07-22-11-2019,,ResNet18,4.0,CIFAR10,400.0,1.0,0.001,Fri Nov 22 07:40:16 2019,0.5402356230031949,,5.0,0.5410884228881148,1.0,0.0,7725.076899528503,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,ResNet18_1_GTSRB_613609-47-28-00-24-11-2019,,ResNet18,4.0,GTSRB,400.0,0.0,0.001,Sun Nov 24 00:28:47 2019,0.2861262945914845,,1.0,0.2855228102304108,1.0,0.0,6299.6842291355115,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,ResNet18_1_GTSRB_375831-08-14-02-24-11-2019,,ResNet18,4.0,GTSRB,400.0,1.0,0.001,Sun Nov 24 02:14:08 2019,0.1956271576524741,,1.0,0.19762180014827296,1.0,0.0,6177.4537003040305,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,ResNet18_5_GTSRB_350123-19-57-03-24-11-2019,,ResNet18,4.0,GTSRB,400.0,0.0,0.001,Sun Nov 24 03:57:19 2019,0.7920238780207135,,5.0,0.8033916024911493,1.0,0.0,7161.461799621582,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,ResNet18_5_GTSRB_017672-57-56-05-24-11-2019,,ResNet18,4.0,GTSRB,400.0,1.0,0.001,Sun Nov 24 05:56:57 2019,0.3924697928653625,,5.0,0.39254429670622304,1.0,0.0,6459.391706943512,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,ResNet18_1_GTSRB_473686-30-23-00-25-11-2019,,ResNet18,4.0,GTSRB,400.0,0.0,0.001,Mon Nov 25 00:23:30 2019,0.22213751438434984,,1.0,0.2273313809267235,1.0,0.0,6445.253837585449,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,ResNet18_1_GTSRB_727527-16-11-02-25-11-2019,,ResNet18,4.0,GTSRB,400.0,1.0,0.001,Mon Nov 25 02:11:16 2019,0.1641542002301496,,1.0,0.16728792794458305,1.0,0.0,6292.914719820024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,ResNet18_5_GTSRB_353450-23-56-03-25-11-2019,,ResNet18,4.0,GTSRB,400.0,0.0,0.001,Mon Nov 25 03:56:23 2019,0.6732523014959724,,5.0,0.6885520304548672,1.0,0.0,7303.665496349335,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,ResNet18_5_GTSRB_716095-24-58-05-25-11-2019,,ResNet18,4.0,GTSRB,400.0,1.0,0.001,Mon Nov 25 05:58:24 2019,0.3705048906789413,,5.0,0.3684760001879812,1.0,0.0,6610.72667622566,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,ResNet18Cosine_5_CIFAR10_910704-33-26-00-03-12-2019,,ResNet18Cosine,4.0,CIFAR10,400.0,1.0,0.001,Tue Dec  3 00:26:34 2019,0.4188,,5.0,0.4166086349206349,1.0,0.0,7813.37078309059,0.25,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
282,ResNet18Cosine_1_CIFAR10_379797-55-37-02-03-12-2019,,ResNet18Cosine,4.0,CIFAR10,400.0,1.0,0.001,Tue Dec  3 02:37:55 2019,0.147,,1.0,0.1466381481481486,1.0,0.0,7757.576536178589,0.25,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
283,ResNet18Cosine_5_GTSRB_602298-26-47-04-03-12-2019,,ResNet18Cosine,4.0,GTSRB,400.0,1.0,0.001,Tue Dec  3 04:47:26 2019,0.19082278481012646,,5.0,0.1884818905309413,1.0,0.0,6650.057057857513,0.25,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
284,ResNet18Cosine_5_CIFAR10_595483-37-56-07-03-12-2019,,ResNet18Cosine,4.0,CIFAR10,1000.0,1.0,0.001,Tue Dec  3 07:56:37 2019,0.5356,,5.0,0.5377351700680273,1.0,0.0,19580.730252027508,0.25,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
285,ResNet18Cosine_5_CIFAR10_754109-00-42-23-03-12-2019,,ResNet18Cosine,4.0,CIFAR10,1500.0,1.0,0.001,Tue Dec  3 23:42:00 2019,0.5081,,5.0,0.5065277944066519,1.0,0.0,29884.66778826713,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
286,ResNet18Cosine_1_CIFAR10_827678-11-33-01-06-12-2019,,ResNet18Cosine,4.0,CIFAR10,1200.0,0.0,0.001,Fri Dec  6 01:33:11 2019,0.1996,,1.0,0.19990190476190486,1.0,0.0,23199.922877073284,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
287,ResNet18Cosine_1_CIFAR10_925144-05-01-08-06-12-2019,,ResNet18Cosine,4.0,CIFAR10,1200.0,1.0,0.001,Fri Dec  6 08:01:06 2019,0.2456,,1.0,0.2460656840513983,1.0,0.0,23888.024287700653,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
288,ResNet18Cosine_5_CIFAR10_209137-14-40-14-06-12-2019,,ResNet18Cosine,4.0,CIFAR10,1200.0,0.0,0.001,Fri Dec  6 14:40:14 2019,0.5782,,5.0,0.5785847906273627,1.0,0.0,24255.93039894104,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
289,ResNet18Cosine_5_CIFAR10_954526-30-25-21-06-12-2019,,ResNet18Cosine,4.0,CIFAR10,1200.0,1.0,0.001,Fri Dec  6 21:25:31 2019,0.5387,,5.0,0.5370265185185188,1.0,0.0,24470.523356199257,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ResNet18Cosine_1_GTSRB_897918-37-13-04-07-12-2019,,ResNet18Cosine,4.0,GTSRB,1200.0,0.0,0.001,Sat Dec  7 04:13:38 2019,0.20915084388185654,,1.0,0.2098776248364858,1.0,0.0,19568.393801450733,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
291,ResNet18Cosine_1_GTSRB_313105-59-39-09-07-12-2019,,ResNet18Cosine,4.0,GTSRB,1200.0,1.0,0.001,Sat Dec  7 09:39:59 2019,0.13581223628691982,,1.0,0.13538883502807572,1.0,0.0,18936.694783210758,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
292,ResNet18Cosine_5_GTSRB_640530-53-55-14-07-12-2019,,ResNet18Cosine,4.0,GTSRB,1200.0,0.0,0.001,Sat Dec  7 14:55:53 2019,0.7335706751054852,,5.0,0.7438200414213069,1.0,0.0,22298.385789155964,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
293,ResNet18Cosine_5_GTSRB_763127-52-12-02-08-12-2019,,ResNet18Cosine,4.0,GTSRB,1200.0,1.0,0.001,Sun Dec  8 02:12:52 2019,0.2828586497890295,,5.0,0.2820085756952849,1.0,0.0,19628.64534640312,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
294,ResNet18Cosine_1_CIFAR10_771642-54-50-23-08-12-2019,,ResNet18Cosine,4.0,CIFAR10,2000.0,0.0,0.001,Sun Dec  8 23:50:54 2019,0.2266,,1.0,0.22664694633408944,1.0,0.0,38817.748871803284,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
295,ResNet18Cosine_1_CIFAR10_781953-03-39-10-09-12-2019,,ResNet18Cosine,4.0,CIFAR10,2000.0,1.0,0.001,Mon Dec  9 10:39:03 2019,0.2979,,1.0,0.2988257989417991,1.0,0.0,39017.97437286377,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
296,ResNet18Cosine_1_GTSRB_070278-34-29-21-09-12-2019,,ResNet18Cosine,4.0,GTSRB,2000.0,0.0,0.001,Mon Dec  9 21:29:34 2019,0.23256856540084386,,1.0,0.2301210446843361,1.0,0.0,32750.57393574715,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
297,ResNet18Cosine_1_GTSRB_964643-39-35-06-10-12-2019,,ResNet18Cosine,4.0,GTSRB,2000.0,1.0,0.001,Tue Dec 10 06:35:39 2019,0.14488396624472574,,1.0,0.14578847500366504,1.0,0.0,31432.137727260586,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
298,ResNet18Cosine_1_CIFAR10_079239-07-46-23-11-12-2019,,ResNet18Cosine,4.0,CIFAR10,2000.0,0.0,0.001,Wed Dec 11 23:46:07 2019,0.3152,,1.0,0.31919626455026484,1.0,0.0,39644.58852338791,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
299,ResNet18Cosine_1_CIFAR10_896389-09-48-10-12-12-2019,,ResNet18Cosine,4.0,CIFAR10,2000.0,1.0,0.001,Thu Dec 12 10:48:09 2019,0.3277,,1.0,0.3257785487528344,1.0,0.0,40149.57771420479,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
300,ResNet18Cosine_5_CIFAR10_349307-32-58-21-12-12-2019,,ResNet18Cosine,4.0,CIFAR10,1200.0,0.0,0.001,Thu Dec 12 21:58:32 2019,0.5125,,5.0,0.5139316099773243,1.0,0.0,24500.41767692566,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
301,ResNet18Cosine_5_CIFAR10_431358-59-47-04-13-12-2019,,ResNet18Cosine,4.0,CIFAR10,1200.0,1.0,0.001,Fri Dec 13 04:47:59 2019,0.4527,,5.0,0.4562996296296296,1.0,0.0,23733.151057004918,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
302,ResNet18Cosine_1_GTSRB_749072-44-23-11-13-12-2019,,ResNet18Cosine,4.0,GTSRB,2000.0,0.0,0.001,Fri Dec 13 11:23:44 2019,0.2901898734177215,,1.0,0.2883537695895293,1.0,0.0,32864.59582090378,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
303,ResNet18Cosine_1_GTSRB_549159-57-31-19-14-12-2019,,ResNet18Cosine,4.0,GTSRB,2000.0,1.0,0.001,Sat Dec 14 19:31:57 2019,0.1662710970464135,,1.0,0.16594932610755386,1.0,0.0,32608.168165683746,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
304,ResNet18Cosine_5_GTSRB_372076-47-35-04-15-12-2019,,ResNet18Cosine,4.0,GTSRB,1200.0,0.0,0.001,Sun Dec 15 04:35:47 2019,0.7561181434599157,,5.0,0.7647376832028725,1.0,0.0,21758.05197572708,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
305,ResNet18Cosine_5_GTSRB_349470-40-38-10-15-12-2019,,ResNet18Cosine,4.0,GTSRB,1200.0,1.0,0.001,Sun Dec 15 10:38:40 2019,0.3244198312236287,,5.0,0.3212257620485472,1.0,0.0,19730.675802469254,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Few-Shot Learning Training,,,16.0,gtsrb,,,,,,,,,1.0,,3832.716050386429,,,,0.9321875,2200.0,resnet18,ProtoNet,2500.0,5.0,5.0,adam,few-shot learning,,,,,,,,,,,,,,,,,
